Projet de loi N°65/2014 portant approbation du mémorandum d'accord conclu le 29 août 2014 et la convention de prêt conclu le 8 septembre 2014 entre le Gouvernement de la République tunisienne et l'Union Européenne,,,Development
Projet de loi N°62/2014 portant approbation de l'accord de prêt conclu le 24 juin 2014 entre le gouvernement de la République Tunisienne et le fonds arabe pour le développement économique et social (FADES) pour la contribution au financement du projet « barrage Mellègue supérieur »,,,Defense
Projet de loi N°68/2014 portant approbation d'un échange de notes entre le gouvernement de la République tunisienne et le gouvernement du Japon relatif au projet de protection du bassin d'Oued Mejerda des inondations et de la convention de crédit entre le gouvernement de la République tunisienne et l'Agence Japonaise de Coopération Internationale,,,Budget (Government)
Projet de loi N°08/2015 fixant des exemptions de la taxe de sortie du territoire tunisien,,,Economic Reform
Projet de loi N°63/2014 portant approbation de la convention de garantie conclue le 26 juin 2014 entre le gouvernement de la République Tunisienne et la Société Internationale Islamique de Financement du Commerce et relative à la convention de Mourabaha conclue entre la Société Tunisienne de Sidérurgie «El Fouladh» et la Société Internationale Islamique de Financement du Commerce pour le financement des importations de matières premières,,,Social/Other
"Question: Est ce que l'opposition concernée par la présidence de la commission des finances, de la planification et du développement et le rôle de rapporteur au sein de la commission des droits, des libertés et des relations extérieures est formée conjointement des groupes parlementaires opposants et des députés opposants ?",,,Family Status Law
Projet de loi N°13/2015 portant approbation de la convention de prêt conclue à Tunis le 19 Décembre 2014 entre le Gouvernement de la République Tunisienne et la Banque Allemande pour la Reconstruction (KFW) pour la contribution au financement du projet de modernisation des établissements scolaires,,,Health Care
Projet de loi N°14/2015 portant approbation du contrat de financement conclu à Tunis le 19 juin 2014 entre le Gouvernement de la République Tunisienne et la Banque Européenne d’Investissement pour la contribution au financement du projet de modernisation des établissements scolaires,,,Parliamentary Rules
Projet de loi N°10/2015 portant approbation de l’accord de prêt conclu le 28 Novembre 2014 entre le Gouvernement de la République Tunisienne et la Banque Africaine de Développement pour la contribution au financement du projet de développement agricole intégré de Gabès II,,,
Projet de loi N°11/2015 portant approbation de la convention de garantie conclue le 20 novembre 2014 entre le Gouvernement de la République Tunisienne et la Société Internationale Islamique de Financement du Commerce et relative à la convention de Mourabaha conclue entre la Société Tunisienne des Industries de Raffinage et la Société Internationale Islamique de Financement du Commerce pour le financement des importations de pétrole brut et de produits pétroliers,,,
Projet de loi N°67/2014 portant approbation d'un échange de notes entre le gouvernement de la République tunisienne et le gouvernement du Japon relatif au financement du projet de construction d'une centrale électrique à cycle combiné à Rades et la lettre de garantie de crédit relative à l'accord signé entre l'Agence Japonaise de Coopération Internationale et la Société Tunisienne d'Electricité et de Gaz,,,
Projet de loi N°05/2014 portant régularisation de la situation des constructions édifiées et en violation du permis de bâtir,,,
Projet de loi N°74/2013 relatif à la production de l'électricité à partir des énergies renouvelables (Réexamen de 3 articles inconstitutionnels),,,
Projet de loi organique N°16/2015 relatif au Conseil Supérieur de la Magistrature,,,
Projet de loi organique N°02/2015 portant approbation de l'accord de transport routier des personnes et des marchandises entre le Gouvernement de la République Tunisienne et le Gouvernement de la République de Serbie,,,
Projet de loi N°44/2014 portant approbation de la convention de prêt conclue le 8 avril 2014 entre le gouvernement de la République Tunisienne et le Fonds Koweïtien de Développement Economique Arabe en vue d’amender la convention de prêt conclue le 7 Mai 2013 entre le gouvernement de la République Tunisienne et le Fonds précité pour la contribution au financement du projet «Développement du Réseau de Transport et de Distribution du Gaz Naturel »,,,
Projet de loi N°05/2015 portant approbation de la convention de prêt conclue le 12 novembre 2014 entre le gouvernement de la République Tunisienne et le Fonds International de Développement Agricole pour la contribution au financement du projet de développement agro-pastoral et des filières associées dans le gouvernorat de Médenine,,,
Projet de loi N°20/2015 portant approbation d’un protocole financier conclu le 10 mars 2015 entre le Gouvernement de la République tunisienne et le Gouvernement de la République algérienne démocratique et populaire relatif à l’octroi d’un prêt au profit de la République tunisienne,,,
Projet de loi N°04/2015 portant ratification de l'accord de prêt conclu entre la République Tunisienne et la Banque Internationale pour la Reconstruction et le Développement relatif au financement du Programme de Développement Urbain et Gouvernance Locale,,,
Projet de loi N°15/2015 amendant la loi 54-2013 du 30 décembre 2013 portant loi de finances pour l'année 2014,,,
Projet de loi N°66/2014 portant approbation de l'accord de garantie du prêt complémentaire conclu le 19 août 2014 entre la République tunisienne et la Banque Internationale pour la Reconstruction et le Développement pour le financement additionnel du projet d'approvisionnement en eau potable dans le milieu urbain,,,
Projet de loi N°11/2014 portant approbation du contrat de garantie à première demande conclu à Tunis le 19 Décembre 2013 entre le gouvernement de la République Tunisienne et la Banque Européenne d'Investissement relatif au prêt global accordé à la caisse des prêts et de soutien aux collectivités locales,,,
Projet de loi N°12/2015 portant approbation de la convention de prêt conclu à Tunis le 25 Novembre 2014 entre le Gouvernement de la République Tunisienne et l’Agence Française de Développement pour la contribution au financement du programme d’assainissement des quartiers populaires,,,
"Projet de loi organique N°25/2014 portant approbation de la charte portant création et organisation du réseau régional d'échange d'informations et d'expertise dans le secteur des déchets ""sweep-net""",,,
Projet de loi N°10/2014 portant approbation du contrat de financement conclu à Tunis le 19 Décembre 2013 entre le gouvernement de la République Tunisienne et la Banque Européenne d'Investissement pour la contribution au financement du projet de dépollution intégrée du lac de Bizerte,,,
Projet de loi N°69/2014 portant approbation de l'accord de prêt conclu le 19 août 2014 entre la République tunisienne et la Banque Internationale pour la Reconstruction et le Développement pour le financement du troisième projet de développement des exportations,,,
"Projet de loi N°23/2015 portant approbation de l'accord de coopération technique au titre de l'année 2012, entre le Gouvernement de la République Tunisienne et le Gouvernement de la République Fédérale d'Allemagne",,,
Projet de loi organique N°22/2015 relatif à la lutte contre le terrorisme et la répression du blanchiment d’argent,,,
Projet de loi N°53/2015 relatif à la loi de finances complémentaire pour l'année 2015,,,
"Projet de loi N°24/2015 portant approbation de l'accord de coopération financière au titre de l'année 2012, entre le Gouvernement de la République Tunisienne et le Gouvernement de la République Fédérale d'Allemagne",,,
"Projet de loi N°34/2015 portant approbation de la convention de prêt conclue à Tunis le 17 Mars 2015 entre le Gouvernement de la République Tunisienne et le Fonds koweitien pour le développement économique arabe pour la contribution au financement du projet ""Route ceinture X20 - Deuxième partie""",,,
Projet de loi N°37/2015 relatif au renforcement des bases financières de la Banque de l'Habitat et la Société Tunisienne de Banque,,,
Projet de loi N°26/2015 fixant les hautes fonctions conformément aux dispositions de l'article 78 de la constitution,,,
Projet de loi N°27/2015 fixant les emplois civils supérieurs conformément aux dispositions de l'article 92 de la constitution,,,
Projet de loi N°39/2015 portant approbation de la lettre de garantie de l’Etat relative au prêt objet de la convention conclue entre la Société Tunisienne de l’Air et un groupe de Banques Etrangères pour l’acquisition d’un avion « AIRBUS A330-200 »,,,
Projet de loi N°40/2015 portant approbation de la lettre de garantie de l’Etat relative au prêt objet de la convention conclue entre la Société Tunisienne de l’Air et un groupe de Banques Etrangères pour l’acquisition d’un avion « AIRBUS A320-214 »,,,
Projet de loi N°41/2015 portant approbation de la lettre de garantie de l’Etat relative au prêt objet de la convention conclue entre la Société Tunisienne de l’Air et un groupe de Banques Etrangères pour l’acquisition d’un avion « AIRBUS A330-200 »,,,
Projet de loi N°44/2015 relatif aux avantages accordés aux présidents de la République dès la cessation de leurs fonctions,,,
Projet de loi N°47/2015 portant retrait des dispositions de la loi N°1985-16 du 6 Mars 1985 fixant le régime de retraite des députés aux membres de l'Assemblée Nationale Constituante,,,
Projet de loi organique N°01/2015 relatif au dépôt légal,,,
Projet de loi N°48/2013 amendant et complétant la loi N°64-1991 du 29 Juillet 1991 relative à la concurrence et aux prix,,,
Projet de loi N°45/2015 portant approbation d'un accord de prêt conclu le 6 Avril 2015 entre le Gouvernement de la république tunisienne et la Banque Islamique de Développement relatif au financement du projet d'amélioration d'approvisionnement en eau potable dans le milieu rural au gouvernorat de Bizerte,,,
Projet de loi N°46/2015 portant approbation d'un accord de fabrication conclu le 6 Avril 2015 entre le Gouvernement de la république tunisienne et la Banque Islamique de Développement relatif au financement du projet d'amélioration d'approvisionnement en eau potable dans le milieu rural au gouvernorat de Bizerte,,,
"Projet de loi N°17/2015 portant approbation de la rétrocession à l’Etat de l’emprunt obligataire émis par la banque centrale de Tunisie, sur le marché financier américain assorti de la garantie de l’agence des Etats-Unis pour le développement international, objet des accords conclus entre la banque centrale de Tunisie et un groupe d’établissements financiers étrangers",,,
Projet du règlement intérieur de l'Assemblée des Représentants du Peuple,,,
Vote sur les membres du gouvernement proposés dans le cadre du remaniement ministériel,,,
Projet de loi organique N°31/2015 portant approbation de l'accord cadre relatif à la coopération commerciale et économique entre le gouvernement de la République tunisienne et le marché commun de l'Amérique du Sud (Le Mercosur),,,
"Projet de loi organique N°35/2015 portant approbation d'un protocole à l'accord euro-méditerranéen établissant une association entre les la République tunisienne, d'une part, et la Communauté européenne et ses États membres d'autre part, concernant un accord-cadre entre la République tunisienne et l'Union Européenne relatif aux principes généraux de la participation de la République tunisienne aux programmes de l'Union",,,
Projet de loi organique N°36/2015 portant approbation de la convention de Rotterdam relative à la procédure de consentement préalable en connaissance de cause applicable à certains produits chimiques et pesticides dangereux qui font l'objet d'un commerce international,,,
Projet de loi N°61/2015 portant approbation de l’Accord de Prêt conclu entre la République Tunisienne et la Banque Internationale pour la Reconstruction et le Développement relatif au financement du Projet des corridors de transport routier,,,
Projet de loi organique N°55/2015 amendant et complétant la loi n°1975-40 du 14 mai 1975 relative aux passeports et aux documents de voyage,,,
Projet de loi N°54/2015 autorisant l'Etat à souscrire à la quatrième augmentation générale du capital de la Banque Islamique de Développement,,,
Projet de loi organique N°48/2015 relatif à la Cour Constitutionnelle,,,
Projet de loi N°58/2015 relatif à la loi de finances pour l'année 2016,,,
Projet de loi organique N°16/2015 relatif au Conseil Supérieur de la Magistrature,,,
Projet de loi N°69/2012 relatif aux contrats de partenariat public-privé (PPP),,,
Projet de loi N°60/2015 portant approbation du contrat de garantie conclu à Tunis le 03 septembre 2015 entre le Gouvernement de la République Tunisienne et la Banque Européenne pour la Reconstruction et le Développement relatif au prêt accordé à l’Office National de l’Assainissement pour la contribution au financement du programme intégré de dépollution de la région du lac de Bizerte,,,
Projet de loi N°63/2015 portant approbation de l’accord de garantie conclu le 23 septembre 2015 entre le Gouvernement de la République Tunisienne et la Banque Africaine de Développement relatif au prêt accordé à la Société Tunisienne de l’Electricité et du Gaz pour la contribution au financement du projet de développement du réseau de transport et de distribution de gaz naturel,,,
Projet de loi N°65/2015 portant approbation de la convention de prêt conclue le 09 octobre 2015 entre le Gouvernement de la République Tunisienne et le Fonds Arabe pour le Développement Economique et Social (FADES) pour la contribution au financement du projet de développement du réseau des routes classées et des pistes rurales,,,
"Projet de loi N°66/2015 portant approbation de l’accord de coopération financière au titre de l’année 2013, entre le gouvernement de la République Tunisienne et le gouvernement de la République Fédérale d’Allemagne",,,
Projet de loi N°13/2013 amendant et complétant certaines dispositions du code des procédures pénales,,,
Projet de loi N°73/2015 portant approbation de l’accord de prêt conclu le 19 Novembre 2015 entre la République Tunisienne et la Banque Africaine de Développement pour la contribution au financement du projet de modernisation de l’infrastructure routière,,,
Projet de loi N°74/2015 portant approbation de l’accord de prêt conclu le 19 Novembre 2015 entre la République Tunisienne et la Banque Africaine de Développement agissant comme administrateur du fonds Africa Growing Together Fund (AGTF) pour la contribution au financement du projet de modernisation de l’infrastructure routière,,,
Projet de loi N°02/2014 portant ratification de la convention de prêt ayant pour objet une facilité d’ajustement structurel des finances publiques conclue à Tunis le 28 Novembre 2013 entre la Banque Centrale de Tunisie au profit de l’Etat et le Fonds Monétaire Arabe,,,
Projet de loi N°33/2015 relatif au rééchelonnement des dettes des locataires des immeubles agricoles domaniaux,,,
"Projet de loi N°18/2015 portant approbation de la rétrocession à l’Etat de l’emprunt obligataire émis sur le marché financier japonais sous forme de placement privé avec la garantie de la Banque du Japon pour la Coopération Internationale, objet des accords conclus entre la Banque Centrale de Tunisie et un groupe d’établissements financiers Japonais",,,
Projet de loi N°67/2015 relatif à l'approbation de la soumission de l'emprunt obligataire émis par la Banque Centrale Tunisienne au marché financier international. Objet des accords conclus entre la Banque Centrale Tunisienne avec un groupe d'établissements financiers,,,
Projet de loi organique N°47/2014 portant ratification de la convention sur les gens de mer (révisée) N°(185) adoptée le 19 juin 2003 à Genève par l’Organisation Internationale du Travail,,,
Projet de loi organique N°72/2014 portant ratification d’un accord entre le Gouvernement de la République Tunisienne et l’Organisation Européenne des Brevets relatif à la validation des brevets européens,,,
Projet de loi N°06/2014 amendant la loi N°38-2009 du 30 Juin 2009 relative au système national de normalisation,,,
Projet de loi N°02/2016 portant approbation de la convention de garantie conclue le 22 Décembre 2015 entre le Gouvernement de la République Tunisienne et la Banque Islamique de Développement relative à la convention de vente à tempérament conclue en la même date entre la Société Tunisienne de l’Electricité et du Gaz et ladite banque pour la contribution du financement du projet de la centrale électrique à turbines à gaz dans la ville d’El Mornaguia,,,
Projet de loi organique N°50/2015 portant approbation de la convention de création de l'Organisation Internationale du Tourisme Durable pour l'éradication de la pauvreté,,,
Projet de loi organique N°19/2014 portant approbation de l'adhésion de la République tunisienne à l'accord de l'Institut International pour l'unification du droit privé sur les biens culturels volés ou illicitement exportés,,,
"Projet de loi organique N°81/2015 portant approbation de l'accord entre la République Tunisienne et l'Union Européenne concernant la participation de la République Tunisienne au programme de l'Union Européenne intitulé "" Programme-cadre pour la recherche et l'innovation 'Horizon 2020' (2014-2020)""",,,
Projet de loi N°75/2013 amendant la loi 34-2007 en date du 04 Juin 2007 relatif à la qualité de l'air,,,
"Projet de loi N°78/2015 portant approbation de l'accord de coopération technique au titre de l'année 2013, entre le Gouvernement de la République Tunisienne et le Gouvernement de la République Fédérale d'Allemagne",,,
Projet de loi N°36/2013 relatif à la clôture du budget de l'Etat pour l'année 2010,,,
Projet de loi N°56/2015 relatif à la clôture du budget de l'Etat pour l'année 2012,,,
Projet de loi N°32/2015 relatif à la clôture du budget de l'Etat pour l'année 2011,,,
Projet de loi organique N°23/2014 portant ratification du Traité de Beijing sur les interprétations et exécutions audiovisuelles adopté le 24 Juin 2012 par l'Organisation Mondiale de la Propriété Intellectuelle,,,
Projet de loi organique N°55/2014 relatif au droit d'accès à l'information,,,
"Projet de loi N°82/2015 portant approbation du contrat de financement conclu à Tunis le 18 Décembre 2015 entre le gouvernement de la République Tunisienne et la Banque Européenne d'Investissement, pour la contribution au financement du projet ""Modernisation Routière II""",,,
"Projet de loi N°46/2014 portant ratification de la convention sur l’entraide judiciaire en matière pénale, conclue entre la République Tunisienne et le Royaume du Maroc",,,
Projet de loi organique N°48/2014 portant ratification de la convention en matière d’extradition conclu entre la République Tunisienne et le Royaume du Maroc.,,,
"Projet de loi N°54/2014 modifiant et complétant la loi N°2006-59 du 14 août 2006, relative à l’infraction aux règlements d’hygiène dans les zones relevant des collectivités locales",,,
Projet de loi N°19/2015 portant organisation de la ratification des conventions,,,
Projet de loi organique N°16/2015 relatif au Conseil Supérieur de la Magistrature,,,
Projet de loi organique N°04/2016 portant approbation de l'accord de transport aérien conclu le 26 Octobre 2015 entre le Gouvernement de la République Tunisienne et le Gouvernement de la République Algérienne Démocratique et Populaire,,,
Projet de loi N°16/2014 portant création de la mutuelle du personnel non militaire du ministère de la défense nationale et des établissements publics placés sous sa tutelle,,,
Projet de loi N°62/2015 relatif aux centres de formation et de préparation des athlètes d'élite,,,
"Projet de loi N°17/2014 portant création de deux mutuelles du personnel, n'appartenant pas aux corps des forces de sécurité intérieure, du ministère de l'intérieur, du ministère des affaires locales, des collectivités locales et des établissements publics à caractère administratif placés sous sa tutelle",,,
Création d'une commission parlementaire d'investigation concernant la corruption financière et l'évasion fiscale suite aux Panama Papers,,,
Projet de loi N°64/2015 portant statuts de la Banque Centrale de Tunisie,,,
Projet de loi N°57/2013 relatif aux procédures collectives,,,
